,Description,Image_URL
61SwzHG7fB," In this fast-playing card game, the goal is to grab the best combination of sushi dishes as they whiz by. Score points for making the most maki rolls or for collecting a full set of sashimi. Dip your favorite nigiri in wasabi to triple its value! But be sure to leave room for dessert or else you'll eat into your score! Gather the most points and consider yourself the sushi master! 
  Sushi Go!  takes the card-drafting mechanism of  Fairy Tale  and  7 Wonders  and distills it into a twenty-minute game that anyone can play. The dynamics of ""draft and pass"" are brought to the fore, while keeping the rules to a minimum. As you see the first few hands of cards, you must quickly assess the make-up of the round and decide which type of sushi you'll go for. Then, each turn you'll need to weigh which cards to keep and which to pass on. The different scoring combinations allow for some clever plays and nasty blocks. Round to round, you must also keep your eye on the goal of having the most pudding cards at the end of the game! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1632756769364
y56td93iXw," Dead of Winter puts 2-5 players together in a small, weakened colony of survivors in a world where most of humanity are either dead or diseased, flesh-craving monsters. Each player leads a faction of survivors with dozens of different characters in the game.  Dead of Winter is a meta-cooperative psychological survival game. This means players are working together toward one common victory condition--but for each individual player to achieve victory, they must also complete their personal secret objective. This secret objective could relate to a psychological tick that's fairly harmless to most others in the colony, a dangerous obsession that could put the main objective at risk, a desire for sabotage of the main mission, or worst of all: vengeance against the colony! Certain games could end with all players winning, some winning and some losing, or all players losing. Work toward the group's goal but don't get walked all over by a loudmouth who's only looking out for their own interests! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1574700781988
30ltPnwaqy," In  Robinson Crusoe: Adventures on the Cursed Island  you will build a shelter, palisade, weapons, you will create tools like axes, knives, sacks, you will do everything you can to… to survive. You will have to find food, fight wild beasts, protect yourself from weather changes… 
 Take the role of one of four characters from the ship crew (cook, carpenter, explorer or soldier) and face the adventure. Use your determination skills to help your team mates, discuss with them your plan and put it into practice. Debate, discuss, and work on the best plan you all can make. 
 Search for treasures. Discover mysteries. Follow goals of six different, engaging scenarios. Start by building a big pile of wood and setting it on fire to call for help, and then start new adventures. Become an exorcist on cursed Island. Become a treasure hunter on Volcano Island. Become a rescue team for a young lady who’s stuck on rock island… 
 In the 2016 edition players will find custom wooden pieced for all resources, thick cardboard player boards for each character, additional 7th scenario and what's most important, a completely rewritten rulebook. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1605899190845
LTnLSWIcbH," Who will discover the ancient civilizations?  Two explorers embark on research journeys to remote corners of the world: the Himalayan mountains, the Central American rainforest, the Egyptian desert, a mysterious volcano, and the bottom of the sea. As the cards are played, the expedition routes take shape and the explorers earn points. The most daring adventurers make bets on the success of their expeditions. The explorer with the highest score after three rounds of expeditions wins. The rules of the game are simple, but beware: The lost cities hold many unseen mysteries! 
 Note: The 2019 edition came with a double sided game board and The Lost Expedition mini-expansion. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1560987947482
ilkKd5gDhg," Delve into the world of Vikings and dabble in trading, hunting, raiding, pillaging, plundering, and raiding some more. Build houses, explore new worlds, and every round, have a feast in Odin's name.   The large variety of actions and occupations guarantees your Notherners long-lasting fun, with each game creating a new world on your player board! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254971843-51FVPlTTtoL.jpg
pPZnlKC4G3," 
 In Inis, you play the role of a Celtic chieftain who has just arrived in a new land. You must construct sanctuaries for spiritual enlightenment, erect citadels to protect peaceful clans, and indulge your wanderlust by exploring the surrounding territories. As clans migrate throughout the land and come to coexist, their differences can lead to clashes, which are often resolved peacefully—but not always. 
 Demonstrate your leadership by rallying clans loyal to your cause, and then the Great Council will have no choice but bestow the crown on you. 
 The game's mechanics combine card drafting and area control to produce a system rich in strategic options and interpersonal interactions. The tiles give every game a unique, gradually unfolding geography. The art brings Ireland's ancient epics and audacious heroes to life. 
 There are three different types of cards in  Inis : 
 
 Action Cards - These are drafted each round and provide the base actions to deploy troops, move troops, attack, and play new regions. 
 Advantage Cards - These are acquired as a result of controlling certain regions. Each region has its own Advantage Card you receive as a result of having the most troops in it. 
 Epic Tales Cards - These unique and powerful cards evoke the Celtic gods and heroes to inspire the clans to accomplish legendary feats. 
 
 ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1608452604536
gVe6pv5dKE," The invasion has been thwarted successfully. It is now time to rise to prosperity again with spirited trade. Everybody  has  different  interests, though, plotting intrigues  to  eliminate the competition. 
 Expand the game play of the award-winning Orleans with this 2nd expansion,  Orleans: Trade & Intrigue . Compete to fulfill orders in towns, experience a variety of new events, and explore new rewards from beneficial deeds. And if you're so inclined, hire nefarious characters to thwart your opponents' plans! 
 In addition to new place tiles, this expansion contains a new ""beneficial deeds"" game board, a new and challenging set of events, and trade contracts. The ""Intrigue"" introduces ways to hinder your opponents' progress or even allow you to take over your opponents' achievements. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254789484-51Mpyx5lKAL.jpg
KpKepc41At," Sushi Go!, is a party platter of mega maki, super sashimi, and endless edamame. You still earn points by picking winning sushi combos, but now you can customize each game by choosing a la carte from a menu of more than twenty delectable dishes. What's more, up to eight players can join in on the sushi-feast. Let the good times roll!  This deluxe edition features lots of opportunities to customize your playing experience. You'll find that while the overall game is basically the same, the variety of cards offers many new opportunities. You'll also notice that the strategy changes from game to game. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254183526-61DkuJEhUWL.jpg
80whsELHHo,"  The Quacks of Quedlinburg: The Herb Witches  allows up to five players to compete at the same time, with this expansion also including more ingredient books, a new ""fool's herb"", and the introduction of herbal witches to add more variety. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1557163283998
3tAwjRDw8q," Do you have what it takes to be a Viking? There's only one way to find out in ... Raiders of the North Sea. Your rewards await you as you assemble a crew, grab a ship and set out to claim victory in this fun game for 2-4 players! 
 Your choices lie before you - work or raid? The key to any Vikings' successful attack on a harbor or fortress, is making sure you have enough provisions and crew. Place workers throughout the town to collect supplies and build your crew. And of course, what's more fun than raiding, pillaging and stealing plunder? Throughout the game, you'll be immersed in the Viking age with beautiful artwork and amazing quality components. Win the game through military strength, plunder and Valkyrie (victory points). 
 Will the Chieftain be impressed with your conquest? Grab your war ax and put on your helmet, the North Sea awaits! 
 Raiders of the North Sea uses hand management, set collection and worker placement mechanics in this great 
 Contents: 
 
 1 Illustrated Rulebook 
 1 Game Board 
 122 Wooden Tokens 
 16 Offering Tiles 
 32 Silver Coins 
 32 Provisions 
 75 Cards 
 1 Cotton Bag 
 2 Dice 
 ",https://boardgamesupply.com.au/wp-content/uploads/2021/04/Raiders-of-the-North-Sea.png
1sQP1kNHja,"  Roll for the Galaxy  is a dice game of building space empires for 2-5 players. Your dice represent your populace, whom you direct to develop new technologies, settle worlds, and ship goods. The player who best manages his workers and builds the most prosperous empire wins!  This dice version of Race for the Galaxy takes players on a new journey through the Galaxy, but with the the feel of the original game. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254202422-61MFI-RHExL.jpg
sxLwbJHu77," In Terra Mystica, players govern one of 14 factions seeking to terraform and colonize the landscape in their favor in order to build structures and preserve their race and culture.   Upgrade structures to provide even more resources, like workers, priests, money, and power, erect temples to gain expanded influence in the four cults of Fire, Earth, Water, and Air, and fortify your stronghold to activate your group's special ability. Will your people prosper, persevere, and stand the test of time in Terra Mystica! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1612658886668
H3yXWu5No0," Each player is the storyteller in turn. The storyteller chooses a card from their hand and gives a clue (word, phrase, song...). The other players choose the card in their hand that best fits this clue. The Storyteller’s card is shuffled with the players’ cards, then all the chosen cards are revealed. Which is the storyteller’s card? Players secretly vote, then the scoring begins! 
 How to Play: 
 1. On your turn, as the storyteller, choose a card from your hand and give a clue for it (word, sentence, song, etc.). 
 2. All other players choose one of their cards that best fits your clue. Shuffle and reveal all chosen cards. 
 3. All players then secretly guess which card is yours, using the voting tokens. Once all votes are done, the scoring begins! 
  Winner of the 2010 ""Spiel des Jahres"" German Board Game of the Year Award.  
  Contents:  84 Oversized Image Cards 1 Scoreboard 6 Wooden Rabbits 36 Voting Tokens Rules ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629320890677.jpg
nRGa6zZTQu,"  Twilight Struggle  is a two-player game simulating the forty-five year dance of intrigue, prestige, and occasional flares of warfare between the Soviet Union and the United States. Twilight Struggle recreates the conflict between the most powerful nation states the world has ever known. The scope of the game covers the entire world as it was found in 1945. Players move units and exert influence in attempts to gain allies and control for their superpower. 
  Components (original edition):  
 
 228 full colour counters 
 22""x34"" full colour map 
 103 event cards 
 2 six-sided dice 
 1 24-page rulebook 
 2 full colour player aid cards 
 
  Components (2009 Deluxe edition and after)  
 
 260 full colour counters 
 22""x34"" mounted map with revised graphics 
 110 event cards 
 2 six-sided dice 
 1 24-page rulebook 
 2 full colour player aid cards 
 
   
 TIME SCALE: approx. 3-5 years per turn MAP SCALE: Point-to-point system UNIT SCALE: Influence markers NUMBER OF PLAYERS: 2 
 DESIGNER: Ananda Gupta & Jason Matthews MAP, CARD, & COUNTER ART: Mark Simonitch ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254888822-51yDrXS9TRL.jpg
19C9ka2hEx," In the not too distant future, the government is run for profit by a new ""royal class"" of multi-national CEOs. Their greed and absolute control of the economy has reduced all but a privileged few to lives of poverty and desperation. Out of the oppressed masses rose The Resistance, an underground organization focused on overthrowing these powerful rulers. The valiant efforts of The Resistance have created discord, intrigue and weakness in the political courts of the novena royal, bringing the government to brink of collapse. But for you, a powerful government official, this is your opportunity to manipulate, bribe and bluff your way into absolute power. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254971843-51cnlYAh-6L.jpg
BUDJJb08Uj, Your family is fed. You have a roof over your head. You've succeed in building a civilization that will prosper for eternity. But have you seen the latest fashion?  - Use jewelry to buy powerful new buildings and stock up on Civilization cards. - Improve the value of your jewelry and resources with this new actions. ,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254167104-512BzBFksXNL.jpg
zP1jQ8Ueb4," In the co-operative trick-taking game   The Crew: The Quest for Planet Nine  , the players set out as astronauts on an uncertain space adventure. What about the rumors about the unknown planet about? The eventful journey through space extends over 50 exciting missions. But this game can only be defeated by meeting common individual tasks of each player. In order to meet the varied challenges, communication is essential in the team. But this is more difficult than expected in space. 
 With each mission, the game becomes more difficult. After each mission, the game can be paused and continued later. During each mission, it is not the amount of tricks, but the right tricks at the right time that count. 
 The team wins only if every single player is successful in fulfilling their tasks. 
 The game comes with 50 missions. Three more missions were published in spielbox 2/2020 
 It is based on the mechanics of Tressette, that is a traditional Italian trick-taking card game. ",https://cdn.shopify.com/s/files/1/0513/4077/1515/products/the-crew-the-quest-for-planet-nine-board-game.jpg?v=1611090011
FVKaz7JhBO," Eons ago, your ancestors searched the black void of space for intelligent life. Their search proved fruitless. They were alone. Desolate, they used their technology to send the seeds of life to inhabitable planets across the galaxies. Over millions of years, the alien species evolved, but before the ancestors could see the fruits of their labor, they disappeared.  
 To aid their children, your ancestors left behind a legacy of advanced technology and hyperspace gates- gifts to encourage communication and harmony between their children. But without the guide of an elder, you and your distant alien cousins must learn to communicate, negotiate, and coexist.  
 Welcome to the Cosmic Age. The open skies of countless worlds are filled with speeding spaceships, and a panoply of alien species compete to populate the galaxy. Will your people choose to occupy undefended worlds, create peaceful civilizations, or ruthlessly conquer foreign planets? In the quest to colonize the vast cosmos, there are as many paths to victory as there are aliens seeking it. Peace, war, negotiation, betrayal—you never know what will happen in the next encounter! 
  - From Publisher  ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559253933920-61BaOTar9nL.jpg
fGZawn3ipZ," In  Hanabi , players race against the clock to build a dazzling fireworks finale. Trouble is, you can see the cards that everyone holds - except your own!  Working together, players exchange vital information in order to play their cards in the proper launch sequence. Build and light each firework correctly to win the game and avoid a fizzling fiasco! 
 In the deluxe version, the cards are replaced with tiles. 
 Winner of the prestigious  Spiel des Jahres  Award for 2013.  ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1635965913684
yPwGVk8lB2," ""Set your sights on distant stars and strive to colonize the galaxy in Gaia project, the follow-up to the smash hit Terra Mystica! true to the foundations that made Terra Mystica a massive success, this box invites one to four players to forge their own galactic empires. Explore the vast reaches of space and convert planets to meet your faction unique environmental needs as you seek to tighten your grasp on the galaxy. Fourteen unique factions stand ready to boldly take their first steps into the cosmos while building structures to generate resources, researching new technology, and uniting planets to form powerful federations. Chart your course and remake planets as you see fit in Gaia project. In the end, only the most advanced faction will win."" ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257981433-6180cLr3gZL.jpg
wrEoWdWxVq," Players take the role of courtesans of the Nippon emperor. They take care of his Giant Panda by growing a bamboo plantation. Their mission: to farm parcels of land, irrigate them, and have green, yellow or pink bamboo grow. 
 In turn, they see what the weather brings and perform two actions from among those offered to them: get a new plot of land or irrigation channel, grow bamboo, feed the panda or draw an objective card. 
 The game ends when a player has completed 7 to 9 objectives (depending on the number of players). The player who gets the best score by adding the total value of their completed objective wins the game. 
 The  Giant edition  is the same game, in a super-sized format. Only 400 units were made available to the US market. The panda measures 4 3/8″ high and the gardener is 5 1/8"" high. Comes in a solid wooden box (12.4″ x 11.8″ x 10.2″). 
  Awards:  2012 Golden Geek Winner - Best Art and Presentation ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1600813549967
v9ThnzqnW5," From the award-winning game designer of Root, Cole Wehrle brings you into an interactive history lesson about life on the edge of empire. 
 For generations the Durrani Empire held the region together. Now, their authority has collapsed. Rivals both old and new have emerged from the shadows. It’s up to the players to see if a fledgling Afghan state might come into being. 
 Each copy of Pax Pamir: Second Edition (English, 2nd printing) includes: 
 
 A beautiful cloth map 
 36 heavy resin blocks 
 Nearly 150 unique cards with period art 
 Wooden player pieces and screen-printed ruler tokens 
 Fully automated AI opponent 
 Punch board coins, player aids and more 
 ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547142420930
6VQXkkC5ql," You are a monarch, like your parents before you, a ruler of a small pleasant kingdom of rivers and evergreens. Unlike your parents, however, you have hopes and dreams! You want a bigger and more pleasant kingdom, with more rivers and a wider variety of trees. You want a Dominion!   In all directions lie fiefs, freeholds, and feodums. All are small bits of land, controlled by petty lords and verging on anarchy. You will bring civilization to these people, uniting them under your banner.  Rio Grande Games has updated Dominion in this Second Edition. New cover and replaced a few cards; cleaned up rules and card text. Artwork on the Base cards have been changed to be similar to that found previously in Base Cards. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1636864291349
mAcwRkACI5," Teotihuacan city of gods is a strategic game of worker and resources management, clever planning and adaptability. Each player commands a Group of worker dice which move around locations on a modular board. With each move a player relocates one worker to a new location, always choosing one of its two areas to perform an action (and upgrade their workforce), or a powerful bonus (but no upgrade). as the mysterious Twilight of teotihuacan approaches, players research technologies, raise the magnificent pyramid of the sun, build houses for the inhabitants of the city, collect precious masks, and climb the steps of three great temples to secure bonuses granted by the favour of the gods. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559256688607-61UJY0mRRkL.jpg
YL5DYnG28Y," The Empire must fall. Our mission must succeed. By destroying their key bases, we will shatter Imperial strength and liberate our people. Yet spies have infiltrated our ranks, ready for sabotage. We must unmask them. In five nights we reshape destiny or die trying. We are the Resistance! 
   The Resistance   is a party game of social deduction. It is designed for five to ten players, lasts about 30 minutes, and has no player elimination.  The Resistance  is inspired by Mafia/Werewolf, yet it is unique in its core mechanics, which increase the resources for informed decisions, intensify player interaction, and eliminate player elimination. 
 Players are either Resistance Operatives or Imperial Spies. For three to five rounds, they must depend on each other to carry out missions against the Empire. At the same time, they must try to deduce the other players’ identities and gain their trust. Each round begins with discussion. When ready, the Leader entrusts sets of Plans to a certain number of players (possibly including himself/herself). Everyone votes on whether or not to approve the assignment. Once an assignment passes, the chosen players secretly decide to Support or Sabotage the mission. Based on the results, the mission succeeds (Resistance win) or fails (Empire win). When a team wins three missions, they have won the game. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1622150592383
nHJNyAWsoo," A horrible crime has been committed on the grounds of Warwick Manor and it's up to the psychic investigators to get to the bottom of it.  In  Mysterium , one player takes on the role of the ghost and over the course of a week, tries to lead the investigators to their culprit. Each night the team will be met with visions, but what is the ghost trying to tell you? Can the psychics determine the weapon, location and killer or will a violent criminal pull off the perfect murder? ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255824772-51iPxTb5g7L.jpg
0DAMHQym7H," From designer Uwe Rosenberg, creator of the smash-hit Agricola! In Caverna, players take on the role of cave-dwelling, dwarven farmers and miners trying to lead their family to success and prosperity by furnishing the communal cave, mining ore to forge weapons, and clearing the nearby forest to make room for farming and a little animal husbandry. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254965994-61y3rr2B67qL.jpg
8t0Cstr6oX," Gear up for a thrilling adventure to recover a legendary flying machine buried deep in the ruins of an ancient desert city. You'll need to coordinate with your teammates and use every available resource if you hope to survive the scorching heat and relentless sandstorm. Find the flying machine and escape before you all become permanent artifacts of the Forbidden Desert! When we launched Forbidden Island in 2010, we had an inkling that we had created a hit game but never to the point that we'd be prompted to make a sequel. Well, here we are a few years later with just that in hand. Our challenge to designer Matt Leacock was to create a game that would contain familiar elements (cooperative play, modular board), while offering up a completely different in-game experience. In addition, we wanted it to be simultaneously approachable to new players while upping the ante for those who felt they had mastered Forbidden Island. All this resulted in a fresh new game with an innovative set of mechanics, such as an ever-shifting board, individual resource management, and unique method for locating the flying machine parts. Hopefully we've achieved our goals and quenched your thirst for adventure! ",https://cdn.shopify.com/s/files/1/0513/4077/1515/products/forbidden-desert-board-game.jpg?v=1609629551
0z7S887o3b," Prince John is coming to Nottingham! Players, in the role of merchants, see this as an opportunity to make quick profits by selling goods in the bustling city during the Prince's visit. However, players must first get their goods through the city gate, which is under the watch of the Sheriff of Nottingham. Should you play it safe with legal goods and make a profit, or risk it all by sneaking in illicit goods? Be mindful, though, as the Sheriff always has his eyes out for liars and tricksters and if he catches one, he very well may confiscate those goods for himself! 
 In   Sheriff of Nottingham  , players will not only be able to experience Nottingham as a merchant of the city, but each turn one player will step into the shoes of the Sheriff himself. Players declare goods they wish to bring into the city, goods that are secretly stored in their burlap sack. The Sheriff must then determine who gets into the city with their goods, who gets inspected, and who may have their goods confiscated! 
 Do you have what it takes to be seen as an honest merchant? Will you make a deal with the Sheriff to let you in? Or will you persuade the Sheriff to target another player while you quietly slip by the gate? Declare your goods, negotiate deals, and be on the lookout for the Sheriff of Nottingham! 
  Sheriff of Nottingham  is the first game in the Dice Tower Essentials Line from Arcane Wonders. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254204253-61te4F7OK2BL.jpg
b1nBQaNdH6," Hustle and bustle in the bazaar district of Istanbul: merchants and their assistants are hurrying through the narrow alleys attempting to be more successful than their competitors. Good organization is key: wheelbarrows have to be filled with goods at the warehouses and then swiftly transported by the assistants to the various destinations. The goal of the merchants is to be the first to collect a certain amount of rubies.  You are leading a merchant and four assistants through the 16 Places of the bazaar. At each Place, you can carry out a specific action. The challenge is that, to carry out an action at any of those Places, your merchant needs the help of an assistant and has to leave him behind. To use that assistant again later, your merchant has to come back to that Place and pick him up. So plan ahead carefully to avoid being left with no assistants and thus unable to do anything... ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254173065-51atw15TEHL.jpg
VO7TAxQ5Qn," You are a monarch, like your parents before you, a ruler of a small pleasant kingdom of rivers and evergreens. Unlike your parents, however, you have hopes and dreams! You want a bigger and more pleasant kingdom, with more rivers and a wider variety of trees. You want a Dominion!   In all directions lie fiefs, freeholds, and feodums. All are small bits of land, controlled by petty lords and verging on anarchy. You will bring civilization to these people, uniting them under your banner. 
 In   Dominion  , each player starts with an identical, very small deck of cards. In the center of the table is a selection of other cards the players can ""buy"" as they can afford them. Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254200326-6135RVKbZZL.jpg
08asLSfoZy,"  Gloomhaven: Jaws of the Lion  is a standalone game that takes place before the events of Gloomhaven. The game includes four new characters — Valrath Red Guard (tank, crowd control), Inox Hatchet (ranged damage), Human Voidwarden (support, mind-control), and Quatryl Demolitionist (melee damage, obstacle manipulation) — that can also be used in the original Gloomhaven game. 
 The game also includes 16 monster types (including seven new standard monsters and three new bosses) and a new campaign with 25 scenarios that invites the heroes to investigate a case of mysterious disappearances within the city. Is it the work of Vermlings, or is something far more sinister going on? 
 Gloomhaven: Jaws of the Lion is aimed at a more casual audience to get people into the gameplay more quickly. All of the hard-to-organize cardboard map tiles have been removed, and instead players will play on the scenario book itself, which features new artwork unique to each scenario. The last barrier to entry — i.e., learning the game — has also been lowered through a simplified rule set and a five-scenario tutorial that will ease new players into the experience. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1596502720802
YWb0VhaxGm,"   Paladins of the West Kingdom   is set at a turbulent time of West Francia's story, circa 900 AD. Despite recent efforts to develop the city, outlying townships are still under threat from outsiders. Saracens scout the borders, while Vikings plunder wealth and livestock. Even the Byzantines from the east have shown their darker side. 
 As noble men and women, players must gather workers from the city to defend against enemies, build fortifications and spread faith throughout the land. Fortunately you are not alone. In his great wisdom, the King has sent his finest knights to help aid in our efforts. So ready the horses and sharpen the swords. The Paladins are approaching. 
 The aim of  Paladins of the West Kingdom  is to be the player with the most victory points (VP) at game's end. Points are gained by building outposts and fortifications, commissioning monks and confronting outsiders. Each round, players will enlist the help of a specific Paladin and gather workers to carry out tasks. As the game progresses, players will slowly increase their faith, strength and influence. Not only will these affect their final score, but they will also determine the significance of their actions. The game is concluded at the end of the seventh round. ",https://www.magicmadhouse.co.uk/images/paladins-of-the-west-kingdom-kickstarter-edition-p310943-313963_medium.jpg
DxWHvojIM1," In  Agricola  (Latin for ""farmer""), you're a farmer in a wooden shack with your spouse and little else. On a turn, you get to take only two actions, one for you and one for the spouse, from all the possibilities you'll find on a farm: collecting clay, wood or stone; building fences; and so on. You might think about having kids in order to get more work accomplished, but first you need to expand your house. And what are you going to feed all the little rugrats? 
 Agricola is a turn-based game. There are 14 game turns plus 6 harvest phases (after turn 4, 7, 9, 11, 13, and 14). Each player starts with two playing tokens (farmer and wife) and thus can take two actions per turn. There are multiple options, and while the game progresses, you'll have more and more: first thing in a turn, a new action card is flipped over. Problem: Each action can be taken just once per turn, so it's important to do some things with high preference. Each player also starts with a hand of 7 Occupation cards (of more than 160 total) and 7 Minor Improvement cards (of more than 140 total) that he may use during the game if they fit in his/her strategy. This amounts to countless strategies, some depending on your card hand. Sometimes it's a good choice to stay on course, sometimes you better react on what your opponents do. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1575999333848
3RVcHxhPEZ," The creak of footsteps on the stairs, the smell of something foul and dead, the feel of something crawling down your back - this and more can be found in  Betrayal at House on the Hill . This fun and suspenseful game is a new experience almost every time you play - you and your friends explore ''that creepy old place on the hill'' until enough mystic misadventures happen that one of the players turns on all of the others! 
 Features multiple scenarios, a different lay-out with every game, and enough chills to freeze the heart of any horror fan. 
 Betrayal at House on the Hill is a tile game that allows players to build their own haunted house room by room, tile by tile, creating a new thrilling game board every time. The game is designed for three to six people, each of whom plays one of six possible characters. 
 Secretly, one of the characters betrays the rest of the party, and the innocent members of the party must defeat the traitor in their midst before it’s too late! Betrayal at House on the Hill will appeal to any game player who enjoys a fun, suspenseful, and strategic game. 
 Betrayal at House on the Hill includes detailed game pieces, including character cards, pre-painted plastic figures, and special tokens, all of which help create a spooky atmosphere and streamline game play. 
 An updated reprint of Betrayal at House on the Hill was released on October 5, 2010. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1595268779978
7zzrahBDY6,"  Machi Koro  is a fast-paced, dice-rolling city builder. in the game, players compete to be the first person to build up their simple village into a sprawling metropolis.   Armed only with your trusty die and a dream, you must grow Machi Koro into the largest city in the region. You will need to collect income from developments and build public works, and steal from your neighbors coffers. Just make sure they aren't doing the same to you! Machi Koro is a fast-paced light-hearted game for you and up to 3 friends. They say you can't build Rome in a day, but Machi Koro will can be built in under 30 minutes! 
  The 5th Anniversary Edition  features fancy plastic coins, jumbo dice, and large cards.   Contents of 5th Anniversary Edition:  
 
 8 Starting Establishments 
 16 Landmarks 
 72 Establishments 
 12 Major Establishments 
 42 Plastic $1 Coins 
 24 Plastic $5 Coins 
 12 Plastic $10 Coins 
 2 Oversized Dice 
 Rulebook 
 
 Nominated for the 2015  Spiel des Jahres  award. ",https://cdn.shopify.com/s/files/1/0513/4077/1515/products/machi-koro-board-game.jpg?v=1609628643
vBBhuJjFVE,"  Food Chain Magnate  is a heavy strategy game about building a fast food chain. The focus is on building your company using a card-driven (human) resource management system. Players compete on a variable city map through purchasing, marketing and sales, and on a job market for key staff members. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1577924173686
zBikUpC51l, Trolls attack your town. Draugr terrorize nearby villages. Monsters strike at travelers and merchants alike. The people are suffering - will you be their champion? Champions of Midgard is a Viking Era worker placement game with dice driven combat between players and mythical Norse beasts. The game has enjoyed much praise from playtesters and has received the Dice Tower Seal of Excellence!   ,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254152677-61-TxEzoAJL.jpg
M5treAlrHc," The 17th Century was not an easy time to be a farmer. 
 Players begin the game with two family members and can grow their families over the course of the game. This allows them more actions but remember you have to grow more food to feed your family as it grows! Feeding your family is a special kind of challenge and players will plant grain and vegetables while supplementing their food supply with sheep, wild boar and cattle. Guide your family to wealth, health and prosperity and you will win the game. 
 Updated and streamlined for a new generation of players,  Agricola , the award-winning and highly acclaimed game by Uwe Rosenberg, features a revised rulebook and gameplay, along with wood pieces and components for up to four players. 
 The game includes improved all-wood components and a card selection from the base game as well as its expansions, revised and updated for this edition. 
 Play time is 30 minutes per player. ",http://cdn.shopify.com/s/files/1/1704/1809/products/AgricolaRevisedEdition_1024x1024.jpg?v=1610571856
bSFxESny3q," Will you dare to search for the golden city? Assemble your expedition and lead it through the jungles of South America in this deck-building board game. You need to have a good plan, expert explorers, and the right equipment. Will you choose the scout, the photographer, or the prop plane? It is up to you to find the best route through the wilderness with your team and to win the race to El Dorado! Every route is a new challenge. Every game needs a new strategy! 
 The 2020 editions have the same game play, with updated art by Vincent Dutrait, slightly modified graphic design, and larger cards (the most important). Includes rulebooks and set of cards for each language supported. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254179056-61OSSZNQxmL.jpg
inwR6DF3Lx," 
 A Long Time Ago…  Victory! With the destruction of the Death Star, the Rebellion has given hope to a galaxy living in fear. Having lost their ultimate weapon, the Empire scrambles to recover in the face of this crushing defeat.  
  A  s the scattered fragments of the battle station rain down upon the Rebel base on Yavin 4, the Empire sets in motion a plan to seek retribution against Rebel forces stationed on the small moon.  
   Not long after, when an Imperial beacon begins to broadcast from an outpost some distance away from the Rebel base, a small team of elite operatives is dispatched; their mission: to silence the signal at all costs…  
 In  Imperial Assault , 2-5 players join forces in an epic Star Wars adventure based on the Descent 2.0 system of combat and dungeon exploration. One player will control the Galactic Empire, pitting the Rebel Alliance against squadrons of Stormtroopers, deadly beasts, and even Darth Vader himself. The other players take control of Rebel Alliance Heroes, going on missions to continue their fight against the Empire. Can the Rebel Alliance work together to accomplish their missions, or will the Empire bring its forces to bear and squash the Rebellion? Find out in  Imperial Assault ! 
 ",https://cdn.shopify.com/s/files/1/0513/4077/1515/products/star-wars-imperial-assault-board-game-canada.jpg?v=1613442721
